income,C50_PV,C50_prob1,rf_PV,rf_prob1
<=50K,<=50K,0.282552450465376,<=50K,0.06
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.122
<=50K,<=50K,0.390631397342524,<=50K,0.142
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.044
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.164
<=50K,<=50K,0.0515902504944718,<=50K,0.064
>50K,<=50K,0.390631397342524,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.136
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.09
>50K,<=50K,0.41931841562468,>50K,0.758
<=50K,<=50K,0.0515902504944718,<=50K,0.086
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.962
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.02
<=50K,<=50K,0.390631397342524,>50K,0.608
<=50K,>50K,0.595706978359167,<=50K,0.396
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.223917476691331,<=50K,0.058
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.223917476691331,<=50K,0.002
>50K,>50K,0.98591203818769,>50K,0.996
>50K,>50K,0.705533577111178,>50K,0.982
<=50K,<=50K,0.390631397342524,<=50K,0.202
<=50K,<=50K,0.390631397342524,>50K,0.546
<=50K,<=50K,0.109654230217064,<=50K,0.006
>50K,<=50K,0.223917476691331,<=50K,0
>50K,>50K,0.532826714195455,>50K,0.584
>50K,>50K,0.705533577111178,>50K,0.996
<=50K,<=50K,0.223917476691331,<=50K,0.232
>50K,<=50K,0.0515902504944718,<=50K,0.106
>50K,>50K,0.98591203818769,>50K,0.992
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.109654230217064,<=50K,0
<=50K,>50K,0.532826714195455,<=50K,0.244
>50K,<=50K,0.282552450465376,<=50K,0.236
<=50K,<=50K,0.0515902504944718,<=50K,0.026
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.63
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.038
<=50K,<=50K,0.390631397342524,<=50K,0.058
<=50K,>50K,0.705533577111178,>50K,0.862
<=50K,<=50K,0.0515902504944718,<=50K,0.038
>50K,>50K,0.705533577111178,>50K,0.898
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.994
<=50K,<=50K,0.223917476691331,<=50K,0.102
>50K,<=50K,0.419935791952983,<=50K,0.062
>50K,>50K,0.705533577111178,>50K,0.99
>50K,>50K,0.705533577111178,>50K,0.99
<=50K,<=50K,0.223917476691331,<=50K,0.012
>50K,<=50K,0.0515902504944718,>50K,0.786
<=50K,<=50K,0.223917476691331,<=50K,0.07
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.524
<=50K,<=50K,0.390631397342524,<=50K,0.046
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.41931841562468,>50K,0.948
<=50K,<=50K,0.223917476691331,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.188
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.068
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.956
>50K,<=50K,0.0515902504944718,>50K,0.93
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.962
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.183296057386182,<=50K,0.038
>50K,>50K,0.532826714195455,<=50K,0.202
<=50K,<=50K,0.223917476691331,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.014
<=50K,<=50K,0.223917476691331,<=50K,0.232
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.109654230217064,<=50K,0.426
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.302
>50K,<=50K,0.41931841562468,>50K,0.758
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.183296057386182,>50K,0.538
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.916
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.934
>50K,>50K,0.705533577111178,>50K,0.924
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.390631397342524,<=50K,0.466
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.41931841562468,>50K,0.702
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.996
<=50K,<=50K,0.223917476691331,<=50K,0.008
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.026
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.390631397342524,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,<=50K,0.390631397342524,>50K,0.982
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.984
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.028
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.87
<=50K,<=50K,0.109654230217064,<=50K,0.006
>50K,>50K,0.705533577111178,>50K,0.994
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.183296057386182,<=50K,0.028
<=50K,<=50K,0.109654230217064,<=50K,0.056
>50K,>50K,0.98591203818769,>50K,0.99
<=50K,<=50K,0.109654230217064,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.056
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.282552450465376,<=50K,0.028
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.01
<=50K,<=50K,0.223917476691331,<=50K,0.08
>50K,<=50K,0.223917476691331,<=50K,0.074
<=50K,<=50K,0.183296057386182,<=50K,0.264
<=50K,<=50K,0.390631397342524,<=50K,0.21
>50K,<=50K,0.183296057386182,>50K,0.642
<=50K,<=50K,0.0515902504944718,<=50K,0.046
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.109654230217064,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.074
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,<=50K,0.204
<=50K,>50K,0.705533577111178,<=50K,0.196
<=50K,<=50K,0.419935791952983,<=50K,0.092
>50K,>50K,0.705533577111178,>50K,0.97
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.183296057386182,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.972
<=50K,<=50K,0.109654230217064,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,<=50K,0.004
>50K,<=50K,0.223917476691331,<=50K,0.452
<=50K,<=50K,0.109654230217064,<=50K,0.042
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.14
<=50K,<=50K,0.390631397342524,<=50K,0.048
>50K,<=50K,0.390631397342524,<=50K,0.334
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.956
>50K,>50K,0.532826714195455,>50K,0.576
>50K,<=50K,0.0515902504944718,>50K,0.866
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.032
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.994
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.974
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,>50K,0.88
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.183296057386182,<=50K,0
<=50K,<=50K,0.419935791952983,<=50K,0.296
>50K,<=50K,0.390631397342524,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.152
<=50K,<=50K,0.223917476691331,<=50K,0.048
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.072
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.034
<=50K,<=50K,0.0515902504944718,<=50K,0.01
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.066
<=50K,<=50K,0.223917476691331,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0.078
<=50K,<=50K,0.109654230217064,<=50K,0.174
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.982
>50K,<=50K,0.0515902504944718,>50K,0.82
>50K,>50K,0.705533577111178,>50K,0.882
<=50K,<=50K,0.390631397342524,<=50K,0.182
<=50K,<=50K,0.0515902504944718,<=50K,0.038
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.282552450465376,<=50K,0.272
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.390631397342524,<=50K,0.028
<=50K,<=50K,0.183296057386182,<=50K,0.004
>50K,>50K,0.98591203818769,>50K,0.962
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.982
<=50K,<=50K,0.223917476691331,<=50K,0.016
<=50K,<=50K,0.0515902504944718,<=50K,0.024
>50K,<=50K,0.0515902504944718,>50K,0.67
<=50K,<=50K,0.223917476691331,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,<=50K,0.446
<=50K,<=50K,0.223917476691331,<=50K,0.032
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,>50K,0.98591203818769,>50K,0.992
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.109654230217064,>50K,0.688
>50K,>50K,0.705533577111178,>50K,0.998
<=50K,<=50K,0.390631397342524,<=50K,0.044
<=50K,<=50K,0.390631397342524,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0.02
<=50K,<=50K,0.390631397342524,<=50K,0.13
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.532826714195455,>50K,0.82
<=50K,<=50K,0.0515902504944718,<=50K,0.034
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.223917476691331,<=50K,0.09
>50K,<=50K,0.390631397342524,<=50K,0.17
>50K,<=50K,0.223917476691331,>50K,0.954
<=50K,<=50K,0.390631397342524,<=50K,0.476
<=50K,<=50K,0.109654230217064,<=50K,0.034
<=50K,<=50K,0.0515902504944718,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0.056
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.390631397342524,<=50K,0.082
>50K,<=50K,0.390631397342524,>50K,0.808
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.016
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.118
>50K,>50K,0.705533577111178,>50K,0.99
<=50K,<=50K,0.0515902504944718,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0.054
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.223917476691331,<=50K,0.14
<=50K,<=50K,0.0515902504944718,<=50K,0.076
<=50K,<=50K,0.183296057386182,<=50K,0.036
>50K,<=50K,0.282552450465376,<=50K,0.182
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,>50K,0.558
<=50K,<=50K,0.282552450465376,<=50K,0.258
>50K,>50K,0.98591203818769,>50K,0.976
<=50K,<=50K,0.0515902504944718,<=50K,0.3
<=50K,<=50K,0.0515902504944718,<=50K,0.028
>50K,>50K,0.98591203818769,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0.062
>50K,<=50K,0.223917476691331,<=50K,0.174
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.026
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.183296057386182,<=50K,0.442
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.986
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.162
>50K,>50K,0.705533577111178,>50K,0.976
>50K,<=50K,0.0515902504944718,<=50K,0.106
<=50K,<=50K,0.109654230217064,<=50K,0.036
<=50K,<=50K,0.0515902504944718,<=50K,0.048
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.088
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.282552450465376,<=50K,0.128
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,<=50K,0.364
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.41931841562468,>50K,0.776
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.524
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.806
>50K,>50K,0.705533577111178,>50K,0.998
>50K,>50K,0.705533577111178,>50K,0.99
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.419935791952983,<=50K,0.062
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.08
<=50K,<=50K,0.223917476691331,<=50K,0.052
<=50K,>50K,0.705533577111178,>50K,0.784
<=50K,<=50K,0.0515902504944718,<=50K,0.054
<=50K,<=50K,0.41931841562468,<=50K,0.214
>50K,>50K,0.98591203818769,>50K,0.976
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.09
<=50K,<=50K,0.0515902504944718,<=50K,0.08
<=50K,<=50K,0.223917476691331,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.926
>50K,>50K,0.705533577111178,>50K,0.874
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.064
>50K,>50K,0.98591203818769,>50K,0.962
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,>50K,0.595706978359167,<=50K,0.294
<=50K,<=50K,0.0515902504944718,<=50K,0.094
<=50K,<=50K,0.0515902504944718,<=50K,0.02
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.19
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.028
>50K,>50K,0.705533577111178,>50K,0.962
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.042
>50K,<=50K,0.419935791952983,<=50K,0.06
<=50K,<=50K,0.0515902504944718,<=50K,0.036
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.746
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,<=50K,0.092
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.11
>50K,<=50K,0.223917476691331,<=50K,0.288
>50K,<=50K,0.223917476691331,<=50K,0.116
>50K,>50K,0.705533577111178,>50K,0.94
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.288
<=50K,<=50K,0.390631397342524,<=50K,0
<=50K,>50K,0.532826714195455,<=50K,0.204
>50K,>50K,0.705533577111178,>50K,0.944
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.02
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,<=50K,0.02
>50K,<=50K,0.390631397342524,<=50K,0.202
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,<=50K,0.03
<=50K,>50K,0.532826714195455,<=50K,0.164
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.1
<=50K,<=50K,0.0515902504944718,<=50K,0.03
>50K,<=50K,0.0515902504944718,<=50K,0.422
>50K,<=50K,0.419935791952983,>50K,0.91
<=50K,<=50K,0.223917476691331,<=50K,0.06
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.9
>50K,>50K,0.705533577111178,>50K,0.838
<=50K,<=50K,0.282552450465376,<=50K,0.27
<=50K,<=50K,0.0515902504944718,<=50K,0.142
>50K,>50K,0.705533577111178,>50K,0.964
<=50K,<=50K,0.109654230217064,<=50K,0.06
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.532826714195455,>50K,0.618
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.936
>50K,>50K,0.98591203818769,>50K,0.982
>50K,>50K,0.98591203818769,>50K,0.974
<=50K,<=50K,0.0515902504944718,<=50K,0.038
>50K,>50K,0.705533577111178,>50K,0.994
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.984
>50K,>50K,0.705533577111178,>50K,0.754
>50K,>50K,0.705533577111178,>50K,0.98
>50K,>50K,0.98591203818769,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0.012
>50K,>50K,0.705533577111178,>50K,0.974
>50K,>50K,0.705533577111178,>50K,0.922
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,<=50K,0.048
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,<=50K,0.422
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.03
>50K,<=50K,0.390631397342524,>50K,0.74
<=50K,<=50K,0.282552450465376,<=50K,0.116
>50K,<=50K,0.390631397342524,<=50K,0.112
<=50K,<=50K,0.390631397342524,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
>50K,<=50K,0.390631397342524,<=50K,0.02
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.18
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.82
>50K,>50K,0.705533577111178,>50K,0.976
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.918
<=50K,<=50K,0.223917476691331,<=50K,0.004
<=50K,<=50K,0.223917476691331,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.026
>50K,>50K,0.595706978359167,<=50K,0.374
<=50K,<=50K,0.390631397342524,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.419935791952983,<=50K,0.148
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,>50K,0.705533577111178,>50K,0.984
<=50K,<=50K,0.0515902504944718,<=50K,0.074
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.982
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.183296057386182,<=50K,0.21
>50K,<=50K,0.223917476691331,>50K,0.94
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.01
<=50K,<=50K,0.0515902504944718,<=50K,0.062
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.01
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.016
<=50K,>50K,0.705533577111178,>50K,0.756
<=50K,<=50K,0.223917476691331,<=50K,0.202
>50K,>50K,0.705533577111178,>50K,0.956
<=50K,<=50K,0.390631397342524,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.032
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.072
<=50K,>50K,0.705533577111178,>50K,0.736
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,>50K,0.532826714195455,<=50K,0.218
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,>50K,0.595706978359167,<=50K,0.37
>50K,<=50K,0.0515902504944718,>50K,0.796
<=50K,<=50K,0.0515902504944718,<=50K,0.034
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,<=50K,0.136
<=50K,>50K,0.595706978359167,>50K,0.686
>50K,<=50K,0.390631397342524,>50K,0.606
<=50K,>50K,0.705533577111178,>50K,0.62
<=50K,<=50K,0.0515902504944718,<=50K,0.008
>50K,>50K,0.705533577111178,>50K,0.93
>50K,>50K,0.705533577111178,>50K,0.97
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,>50K,0.705533577111178,<=50K,0.112
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,<=50K,0.31
>50K,>50K,0.98591203818769,>50K,0.976
<=50K,<=50K,0.390631397342524,<=50K,0.074
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.062
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.012
>50K,<=50K,0.223917476691331,<=50K,0.184
